club_1,club_2,dif,pj,pg,pe,pp
Aldosivi,San Lorenzo,-3,10,3,1,6
Aldosivi,Union,-4,10,1,4,5
Aldosivi,Racing Club,-4,9,2,1,6
Aldosivi,Boca Juniors,-4,9,2,1,6
Aldosivi,Huracan,-4,9,2,1,6
Aldosivi,Rosario Central,-2,8,2,2,4
Aldosivi,Velez,-3,8,1,3,4
Aldosivi,Godoy Cruz,-4,8,2,0,6
Aldosivi,Argentinos,+2,8,4,2,2
Aldosivi,Banfield,-3,8,2,1,5
Aldosivi,Atl Tucuman,-3,8,1,3,4
Aldosivi,Gimnasia (LP),-4,8,1,2,5
Aldosivi,Estudiantes (LP),-3,7,2,0,5
Aldosivi,Lanus,+2,7,4,1,2
Aldosivi,Def y Justicia,-2,7,2,1,4
Aldosivi,Newells,-3,7,1,2,4
Aldosivi,Colon,+2,6,3,2,1
Aldosivi,Independiente,0,6,2,2,2
Aldosivi,River Plate,-5,6,0,1,5
Aldosivi,Olimpo,-3,5,1,0,4
Aldosivi,Tigre,-4,5,0,1,4
Aldosivi,Arsenal,+1,5,3,0,2
Aldosivi,Talleres (C),-2,5,1,1,3
Aldosivi,Patronato,-2,5,0,3,2
Aldosivi,San Lorenzo (MdP),+2,4,2,2,0
Aldosivi,San Martin (SJ),+1,4,2,1,1
Aldosivi,Ferro,-2,4,1,0,3
Aldosivi,Sarmiento (J),-1,4,1,1,2
Aldosivi,Platense,+2,4,2,2,0
Aldosivi,Atl Rafaela,+1,3,2,0,1
Aldosivi,Temperley,-1,3,0,2,1
Aldosivi,Central Cba (SdE),-2,3,0,1,2
Aldosivi,Belgrano,+2,3,2,1,0
Aldosivi,San Martin (T),0,3,1,1,1
Aldosivi,Sp. Patria (F),+2,2,2,0,0
Aldosivi,Juv. Alianza (SJ),+2,2,2,0,0
Aldosivi,San Martin (M),0,2,1,0,1
Aldosivi,Atl Regina (RN),+2,2,2,0,0
Aldosivi,All Boys,0,2,1,0,1
Aldosivi,Crucero (M),+2,2,2,0,0
Aldosivi,Dep Mandiyu (C),+1,2,1,1,0
Aldosivi,Cipolletti,+1,2,1,1,0
Aldosivi,Quilmes,-1,2,0,1,1
Aldosivi,Chacarita,-1,2,0,1,1
Aldosivi,Nueva Chicago,-1,1,0,0,1
All Boys,Argentinos,-16,38,4,14,20
All Boys,Estudiantes (LP),-10,30,7,6,17
All Boys,Huracan,-12,26,4,6,16
All Boys,Racing Club,-8,26,6,6,14
All Boys,Velez,-1,26,7,11,8
All Boys,Colon,-4,25,7,7,11
All Boys,Boca Juniors,-9,25,6,4,15
All Boys,Rosario Central,-5,24,6,7,11
All Boys,Independiente,-5,22,4,9,9
All Boys,Newells,-6,21,5,5,11
All Boys,Banfield,-3,21,6,6,9
All Boys,River Plate,-8,21,5,3,13
All Boys,San Lorenzo,-11,21,2,6,13
All Boys,Atlanta,0,17,5,7,5
All Boys,Ferro,-5,17,3,6,8
All Boys,Union,-2,16,4,6,6
All Boys,Gimnasia (LP),-3,14,5,1,8
All Boys,Chacarita,-2,13,3,5,5
All Boys,Quilmes,+4,12,7,2,3
All Boys,Lanus,-4,10,2,2,6
All Boys,Tigre,-1,10,2,5,3
All Boys,Belgrano,-2,10,2,4,4
All Boys,Temperley,0,9,3,3,3
All Boys,Platense,-1,8,1,5,2
All Boys,El Porvenir,0,8,3,2,3
All Boys,Arsenal,-1,8,2,3,3
All Boys,Godoy Cruz,-3,8,0,5,3
All Boys,Nueva Chicago,-4,8,1,2,5
All Boys,Sp. Barracas,-3,8,2,1,5
All Boys,Argentino (Q),+4,7,4,3,0
All Boys,Olimpo,+1,6,3,1,2
All Boys,Estudiantes (BA),-1,6,1,3,2
All Boys,Atl Rafaela,0,6,2,2,2
All Boys,Colegiales,+2,5,3,1,1
All Boys,Dock Sud,-1,5,2,0,3
All Boys,Barracas Central,-2,4,1,0,3
All Boys,Talleres (C),-2,4,0,2,2
All Boys,Atl Ledesma (J),0,4,1,2,1
All Boys,Def. de Belgrano,+1,4,2,1,1
All Boys,Almagro,0,4,1,2,1
All Boys,San Martin (SJ),0,4,1,2,1
All Boys,Excursionistas,-2,4,1,0,3
All Boys,Juv. Antoniana,+2,3,2,1,0
All Boys,Cipolletti,0,3,1,1,1
All Boys,San Martin (M),-1,3,1,0,2
All Boys,San Martin (T),0,3,1,1,1
All Boys,San Telmo,+1,3,2,0,1
All Boys,Aldosivi,0,2,1,0,1
All Boys,Desamparados,0,2,0,2,0
All Boys,Altos Hornos Zapla,+1,2,1,1,0
All Boys,Ind Rivadavia,0,2,1,0,1
All Boys,Atl Tucuman,+1,2,1,1,0
All Boys,Sp. Patria (F),-2,2,0,0,2
All Boys,Gimnasia (M),-1,2,0,1,1
All Boys,Puerto Comercial (IW),0,2,1,0,1
All Boys,Central Norte (S),-2,2,0,0,2
All Boys,San Lorenzo (MdP),-1,1,0,0,1
All Boys,Instituto,-1,1,0,0,1
Almagro,Gimnasia (LP),-3,12,2,5,5
Almagro,Banfield,-1,11,4,2,5
Almagro,Def. de Belgrano,0,10,5,0,5
Almagro,Lanus,0,10,3,4,3
Almagro,River Plate,-5,10,1,3,6
Almagro,Atlanta,-4,10,2,2,6
Almagro,Racing Club,-3,10,2,3,5
Almagro,Estudiantes (LP),-8,10,1,0,9
Almagro,Tigre,-3,10,1,5,4
Almagro,Estudiantes (BA),+1,9,3,4,2
Almagro,San Lorenzo,-4,9,2,1,6
Almagro,Chacarita,+2,9,4,3,2
Almagro,Argentinos,-1,9,2,4,3
Almagro,Velez,-2,9,2,3,4
Almagro,Independiente,-7,9,0,2,7
Almagro,Barracas Central,+2,8,5,0,3
Almagro,Huracan,-5,8,1,1,6
Almagro,Boca Juniors,-1,8,3,1,4
Almagro,El Porvenir,+1,8,4,1,3
Almagro,Excursionistas,+2,8,4,2,2
Almagro,Sp. Barracas,+2,8,5,0,3
Almagro,Platense,0,8,3,2,3
Almagro,Argentino (Q),+1,8,4,1,3
Almagro,Nueva Chicago,-2,7,2,1,4
Almagro,Ferro,+1,7,3,2,2
Almagro,Colegiales,0,7,2,3,2
Almagro,Quilmes,0,7,3,1,3
Almagro,Talleres (RdE),+1,6,3,1,2
Almagro,Newells,+1,6,3,1,2
Almagro,Union,-2,6,0,4,2
Almagro,Los Andes,0,4,0,4,0
Almagro,Colon,+1,4,2,1,1
Almagro,Instituto,+1,4,2,1,1
Almagro,All Boys,0,4,1,2,1
Almagro,Rosario Central,-1,4,1,1,2
Almagro,Arsenal,-1,2,0,1,1
Almagro,Olimpo,-1,2,0,1,1
Almagro,Talleres (C),-1,2,0,1,1
Almagro,Huracan (TA),0,2,0,2,0
Almagro,Dep. Moron,-2,2,0,0,2
Almagro,Belgrano,0,2,1,0,1
Almagro,Dep. Español,0,2,1,0,1
Almagro,Dock Sud,-2,2,0,0,2
Altos Hornos Zapla,Argentinos,-3,6,1,1,4
Altos Hornos Zapla,Boca Juniors,-1,5,2,0,3
Altos Hornos Zapla,Colon,-2,4,1,0,3
Altos Hornos Zapla,Talleres (C),0,4,1,2,1
Altos Hornos Zapla,Racing Club,-4,4,0,0,4
Altos Hornos Zapla,Newells,+1,4,1,3,0
Altos Hornos Zapla,Velez,-3,4,0,1,3
Altos Hornos Zapla,Gimnasia (LP),+2,4,3,0,1
Altos Hornos Zapla,Rosario Central,0,2,0,2,0
Altos Hornos Zapla,Racing (C),-1,2,0,1,1
Altos Hornos Zapla,Dep. Roca,-2,2,0,0,2
Altos Hornos Zapla,Central Norte (S),0,2,0,2,0
Altos Hornos Zapla,Independiente,-2,2,0,0,2
Altos Hornos Zapla,Atl Tucuman,-1,2,0,1,1
Altos Hornos Zapla,Ind Rivadavia,0,2,0,2,0
Altos Hornos Zapla,Jorge Newbery (J),0,2,0,2,0
Altos Hornos Zapla,River Plate,-1,2,0,1,1
Altos Hornos Zapla,Temperley,0,2,1,0,1
Altos Hornos Zapla,Estudiantes (RC),-2,2,0,0,2
Altos Hornos Zapla,Arg de Firmat,0,2,1,0,1
Altos Hornos Zapla,Instituto,-2,2,0,0,2
Altos Hornos Zapla,Ferro,-2,2,0,0,2
Altos Hornos Zapla,Platense,-1,2,0,1,1
Altos Hornos Zapla,Kimberley (MdP),0,2,1,0,1
Altos Hornos Zapla,All Boys,-1,2,0,1,1
Altos Hornos Zapla,Huracan (SR),+2,2,2,0,0
Altos Hornos Zapla,Atl Ledesma (J),+1,2,1,1,0
Alvarado,Colon,-2,2,0,0,2
Alvarado,River Plate,-2,2,0,0,2
Alvarado,San Lorenzo,+1,2,1,1,0
Alvarado,Atlanta,+1,2,1,1,0
Alvarado,San Martin (T),-2,2,0,0,2
Alvarado,Quilmes,0,2,0,2,0
Alvarado,San Martin (M),0,2,1,0,1
Andino (LR),River Plate,0,2,1,0,1
Andino (LR),Loma Negra,-2,2,0,0,2
Andino (LR),Nueva Chicago,-2,2,0,0,2
Arg de Firmat,Altos Hornos Zapla,0,2,1,0,1
Arg de Firmat,Velez,-1,2,0,1,1
Arg de Firmat,San Martin (T),0,2,1,0,1
Arg de Firmat,Juv. Alianza (SJ),0,2,1,0,1
Argentinos,Boca Juniors,-34,142,34,40,68
Argentinos,Velez,-28,140,37,38,65
Argentinos,River Plate,-44,136,28,36,72
Argentinos,Independiente,-19,135,36,44,55
Argentinos,Racing Club,-33,134,29,43,62
Argentinos,San Lorenzo,-34,131,32,33,66
Argentinos,Estudiantes (LP),-6,128,43,36,49
Argentinos,Huracan,-20,125,32,41,52
Argentinos,Gimnasia (LP),-5,124,38,43,43
Argentinos,Newells,-15,123,34,40,49
Argentinos,Rosario Central,-6,106,35,30,41
Argentinos,Ferro,-2,96,30,34,32
Argentinos,Lanus,-18,88,21,28,39
Argentinos,Platense,-7,80,21,31,28
Argentinos,Chacarita,-2,75,28,17,30
Argentinos,Colon,+3,73,31,14,28
Argentinos,Union,-6,69,22,19,28
Argentinos,Banfield,+3,63,24,18,21
Argentinos,Atlanta,+5,63,24,20,19
Argentinos,Quilmes,-7,55,13,22,20
Argentinos,Talleres (C),0,52,20,12,20
Argentinos,Tigre,+11,47,22,14,11
Argentinos,Belgrano,-5,39,11,12,16
Argentinos,All Boys,+16,38,20,14,4
Argentinos,Instituto,-3,27,7,10,10
Argentinos,Dep. Español,-6,26,7,6,13
Argentinos,Arsenal,+1,26,9,9,8
Argentinos,Racing (C),+2,22,5,14,3
Argentinos,Temperley,0,22,8,6,8
Argentinos,Godoy Cruz,+1,21,7,8,6
Argentinos,Gimnasia (J),-1,21,6,8,7
Argentinos,Los Andes,+2,17,6,7,4
Argentinos,Nueva Chicago,-3,16,4,5,7
Argentinos,Talleres (RdE),0,15,5,5,5
Argentinos,Dep Mandiyu (C),+3,14,5,7,2
Argentinos,Olimpo,+1,14,5,5,4
Argentinos,Atl Tucuman,-1,14,5,3,6
Argentinos,San Martin (SJ),-2,12,2,6,4
Argentinos,Atl Rafaela,-1,10,3,3,4
Argentinos,San Martin (T),0,10,2,6,2
Argentinos,Almagro,+1,9,3,4,2
Argentinos,Sarmiento (J),-2,8,2,2,4
Argentinos,Def y Justicia,-1,8,3,1,4
Argentinos,Aldosivi,-2,8,2,2,4
Argentinos,Argentino (Q),+4,8,5,2,1
Argentinos,San Lorenzo (MdP),+7,8,7,1,0
Argentinos,Chaco For Ever,+4,7,5,1,1
Argentinos,Sp. Barracas,-2,7,0,5,2
Argentinos,Central Cba (SdE),+3,6,4,1,1
Argentinos,Def. de Belgrano,0,6,2,2,2
Argentinos,El Porvenir,-2,6,1,2,3
Argentinos,Altos Hornos Zapla,+3,6,4,1,1
Argentinos,Patronato,-2,5,0,3,2
Argentinos,Barracas Central,-2,5,1,1,3
Argentinos,Dock Sud,+1,5,2,2,1
Argentinos,Estudiantes (BA),0,5,1,3,1
Argentinos,Gimnasia (M),+1,5,2,2,1
Argentinos,Dep. Moron,-2,4,1,0,3
Argentinos,Gimnasia (S),0,4,1,2,1
Argentinos,Central Cba (R),+1,4,2,1,1
Argentinos,Central Norte (S),+1,4,2,1,1
Argentinos,Excursionistas,0,4,2,0,2
Argentinos,Dep. Armenio,+4,4,4,0,0
Argentinos,Atl Ledesma (J),+1,4,2,1,1
Argentinos,Huracan (CR),+3,3,3,0,0
Argentinos,San Martin (M),+2,3,2,1,0
Argentinos,Ind Rivadavia,+1,3,2,0,1
Argentinos,Juv. Antoniana,+3,3,3,0,0
Argentinos,Colegiales,+1,2,1,1,0
Argentinos,Huracan (TA),0,2,1,0,1
Argentinos,Sp. Italiano,+1,2,1,1,0
Argentinos,Dep. Roca,0,2,1,0,1
Argentinos,Tiro Federal (R),+2,2,2,0,0
Argentinos,Juv. Alianza (SJ),0,2,1,0,1
Argentinos,Huracan (SR),+2,2,2,0,0
Argentinos,Estudiantes (SdE),+2,2,2,0,0
Argentinos,Atl. Concepcion (T),+1,2,1,1,0
Argentinos,Loma Negra,0,2,0,2,0
Argentinos,Huracan (C),0,2,0,2,0
Argentinos,Kimberley (MdP),+2,2,2,0,0
Argentinos,Desamparados,+2,2,2,0,0
Argentinos,Union SV (C),0,2,0,2,0
Argentinos,Jorge Newbery (J),+1,2,1,1,0
Argentinos,Crucero (M),+1,1,1,0,0
Argentinos,Independiente (T),0,1,0,1,0
Argentinos,U. Lanus-Talleres,0,1,0,1,0
Argentinos,San Telmo,0,1,0,1,0
Argentinos,Don Orione (CH),+1,1,1,0,0
Arsenal,Velez,-9,33,5,14,14
Arsenal,San Lorenzo,-6,33,9,9,15
Arsenal,Colon,+3,32,13,9,10
Arsenal,Lanus,-4,32,11,6,15
Arsenal,Newells,-3,32,8,13,11
Arsenal,Boca Juniors,-9,32,8,7,17
Arsenal,Estudiantes (LP),-6,32,8,10,14
Arsenal,Racing Club,-7,32,7,11,14
Arsenal,Independiente,-1,31,11,8,12
Arsenal,River Plate,-8,31,6,11,14
Arsenal,Banfield,+8,29,13,11,5
Arsenal,Gimnasia (LP),+4,29,11,11,7
Arsenal,Rosario Central,0,27,11,5,11
Arsenal,Argentinos,-1,26,8,9,9
Arsenal,Godoy Cruz,-4,23,8,3,12
Arsenal,Olimpo,+7,21,11,6,4
Arsenal,Tigre,+7,20,12,3,5
Arsenal,Quilmes,-1,18,7,3,8
Arsenal,Huracan,0,17,5,7,5
Arsenal,Belgrano,-3,14,4,3,7
Arsenal,Union,+4,13,7,3,3
Arsenal,Atl Rafaela,0,11,3,5,3
Arsenal,Def y Justicia,-2,11,3,3,5
Arsenal,Talleres (C),-4,10,1,4,5
Arsenal,San Martin (SJ),+1,9,4,2,3
Arsenal,Atl Tucuman,-1,8,2,3,3
Arsenal,All Boys,+1,8,3,3,2
Arsenal,Gimnasia (J),-1,8,2,3,3
Arsenal,Nueva Chicago,0,7,2,3,2
Arsenal,Chacarita,-1,7,1,4,2
Arsenal,Sarmiento (J),-2,6,2,0,4
Arsenal,Patronato,0,6,1,4,1
Arsenal,Instituto,+2,5,3,1,1
Arsenal,Aldosivi,-1,5,2,0,3
Arsenal,Temperley,+1,4,2,1,1
Arsenal,Central Cba (SdE),-1,4,1,1,2
Arsenal,Huracan (TA),0,2,0,2,0
Arsenal,San Martin (T),-1,2,0,1,1
Arsenal,Almagro,+1,2,1,1,0
Arsenal,Tiro Federal (R),+2,2,2,0,0
Arsenal,Crucero (M),+1,1,1,0,0
Atl Ledesma (J),Union,-4,6,0,2,4
Atl Ledesma (J),Atlanta,0,4,1,2,1
Atl Ledesma (J),Independiente,-2,4,1,0,3
Atl Ledesma (J),Ferro,-2,4,1,0,3
Atl Ledesma (J),Estudiantes (LP),+1,4,2,1,1
Atl Ledesma (J),Racing Club,-3,4,0,1,3
Atl Ledesma (J),San Martin (T),-1,4,1,1,2
Atl Ledesma (J),Argentinos,-1,4,1,1,2
Atl Ledesma (J),All Boys,0,4,1,2,1
Atl Ledesma (J),Talleres (C),-2,2,0,0,2
Atl Ledesma (J),Newells,+1,2,1,1,0
Atl Ledesma (J),Juv. Antoniana,+1,2,1,1,0
Atl Ledesma (J),Huracan,-1,2,0,1,1
Atl Ledesma (J),Belgrano,-1,2,0,1,1
Atl Ledesma (J),Gimnasia (J),0,2,1,0,1
Atl Ledesma (J),San Telmo,+2,2,2,0,0
Atl Ledesma (J),Juv. Unida (SL),-1,2,0,1,1
Atl Ledesma (J),River Plate,-2,2,0,0,2
Atl Ledesma (J),Banfield,0,2,1,0,1
Atl Ledesma (J),Racing (C),+1,2,1,1,0
Atl Ledesma (J),Altos Hornos Zapla,-1,2,0,1,1
Atl Ledesma (J),Velez,-1,2,0,1,1
Atl Rafaela,Lanus,-2,12,4,2,6
Atl Rafaela,Racing Club,+1,12,5,3,4
Atl Rafaela,Boca Juniors,-5,12,2,3,7
Atl Rafaela,Estudiantes (LP),-1,12,4,3,5
Atl Rafaela,Newells,-6,12,1,4,7
Atl Rafaela,Velez,-4,11,2,3,6
Atl Rafaela,San Lorenzo,-1,11,3,4,4
Atl Rafaela,Gimnasia (LP),+4,11,7,1,3
Atl Rafaela,Arsenal,0,11,3,5,3
Atl Rafaela,Tigre,-3,10,2,3,5
Atl Rafaela,Colon,-2,10,2,4,4
Atl Rafaela,Argentinos,+1,10,4,3,3
Atl Rafaela,Belgrano,-5,10,0,5,5
Atl Rafaela,Godoy Cruz,-3,9,3,0,6
Atl Rafaela,Quilmes,-2,9,0,7,2
Atl Rafaela,Independiente,-4,9,2,1,6
Atl Rafaela,Olimpo,+1,9,4,2,3
Atl Rafaela,River Plate,-6,9,0,3,6
Atl Rafaela,Union,+1,7,3,2,2
Atl Rafaela,Banfield,0,7,2,3,2
Atl Rafaela,San Martin (SJ),+2,7,4,1,2
Atl Rafaela,Rosario Central,-1,7,2,2,3
Atl Rafaela,All Boys,0,6,2,2,2
Atl Rafaela,Def y Justicia,-2,4,1,0,3
Atl Rafaela,Huracan,0,3,1,1,1
Atl Rafaela,Temperley,0,3,1,1,1
Atl Rafaela,Patronato,+1,3,2,0,1
Atl Rafaela,Atl Tucuman,-1,3,1,0,2
Atl Rafaela,Nueva Chicago,+1,3,1,2,0
Atl Rafaela,Talleres (C),-1,3,1,0,2
Atl Rafaela,Aldosivi,-1,3,1,0,2
Atl Rafaela,Sarmiento (J),0,2,1,0,1
Atl Rafaela,Chacarita,+1,2,1,1,0
Atl Rafaela,Huracan (TA),-2,2,0,0,2
Atl Rafaela,Crucero (M),0,1,0,1,0
Atl Tucuman,Boca Juniors,-1,20,8,3,9
Atl Tucuman,Independiente,+1,16,7,3,6
Atl Tucuman,Estudiantes (LP),-4,15,3,5,7
Atl Tucuman,Huracan,+1,15,5,6,4
Atl Tucuman,Racing Club,-3,14,4,3,7
Atl Tucuman,San Lorenzo,-3,14,3,5,6
Atl Tucuman,Gimnasia (LP),+5,14,9,1,4
Atl Tucuman,Argentinos,+1,14,6,3,5
Atl Tucuman,Union,-1,14,4,5,5
Atl Tucuman,Rosario Central,-2,13,2,7,4
Atl Tucuman,Velez,-7,13,1,4,8
Atl Tucuman,San Martin (T),+2,12,5,4,3
Atl Tucuman,Colon,+4,11,5,5,1
Atl Tucuman,River Plate,-4,10,0,6,4
Atl Tucuman,Newells,0,10,3,4,3
Atl Tucuman,Lanus,-4,10,1,4,5
Atl Tucuman,Talleres (C),-5,9,1,2,6
Atl Tucuman,Chacarita,+1,9,4,2,3
Atl Tucuman,Belgrano,-1,9,2,4,3
Atl Tucuman,Godoy Cruz,+3,9,5,2,2
Atl Tucuman,Banfield,+3,9,4,4,1
Atl Tucuman,Tigre,0,8,2,4,2
Atl Tucuman,Aldosivi,+3,8,4,3,1
Atl Tucuman,Def y Justicia,-4,8,1,2,5
Atl Tucuman,Arsenal,+1,8,3,3,2
Atl Tucuman,Patronato,-1,8,2,3,3
Atl Tucuman,Gimnasia (J),0,6,2,2,2
Atl Tucuman,Platense,+2,6,3,2,1
Atl Tucuman,Temperley,+1,6,2,3,1
Atl Tucuman,Instituto,0,5,2,1,2
Atl Tucuman,San Lorenzo (MdP),0,4,2,0,2
Atl Tucuman,Sarmiento (J),0,4,2,0,2
Atl Tucuman,San Martin (SJ),+2,4,3,0,1
Atl Tucuman,Central Cba (SdE),0,4,2,0,2
Atl Tucuman,Chaco For Ever,+1,3,1,2,0
Atl Tucuman,Quilmes,-1,3,1,0,2
Atl Tucuman,Atl Rafaela,+1,3,2,0,1
Atl Tucuman,Atlanta,+3,3,3,0,0
Atl Tucuman,Kimberley (MdP),+1,3,1,2,0
Atl Tucuman,Ind Rivadavia,0,3,1,1,1
Atl Tucuman,Ferro,+2,3,2,1,0
Atl Tucuman,Olimpo,-1,2,0,1,1
Atl Tucuman,Atl. Concepcion (T),+2,2,2,0,0
Atl Tucuman,All Boys,-1,2,0,1,1
Atl Tucuman,Gimnasia (M),+2,2,2,0,0
Atl Tucuman,Altos Hornos Zapla,+1,2,1,1,0
Atl Tucuman,Juv. Alianza (SJ),0,2,1,0,1
Atl Tucuman,San Martin (M),0,2,1,0,1
Atl Tucuman,Huracan (CR),-1,2,0,1,1
Atl Tucuman,Racing (C),-2,2,0,0,2
Atl Tucuman,Desamparados,+1,1,1,0,0
Atl. Concepcion (T),Independiente,-2,4,1,0,3
Atl. Concepcion (T),Ferro,-1,4,1,1,2
Atl. Concepcion (T),Atl Tucuman,-2,2,0,0,2
Atl. Concepcion (T),Quilmes,+1,2,1,1,0
Atl. Concepcion (T),Newells,0,2,1,0,1
Atl. Concepcion (T),Chaco For Ever,0,2,1,0,1
Atl. Concepcion (T),Central Norte (S),0,2,1,0,1
Atl. Concepcion (T),San Martin (T),-2,2,0,0,2
Atl. Concepcion (T),Estudiantes (SdE),+2,2,2,0,0
Atl. Concepcion (T),Argentinos,-1,2,0,1,1
Atl. Concepcion (T),San Lorenzo (MdP),-1,2,0,1,1
Atl. Concepcion (T),Union,-1,2,0,1,1
Atl. Concepcion (T),Union SV (C),+2,2,2,0,0
Atl. Concepcion (T),Renato Cesarini (R),-1,2,0,1,1
Atl. Concepcion (T),Racing Club,-1,2,0,1,1
Atl. Concepcion (T),Huracan,0,2,1,0,1
Atl. Concepcion (T),Velez,-2,2,0,0,2
Atlanta,Independiente,-44,113,26,17,70
Atlanta,Estudiantes (LP),-20,108,31,26,51
Atlanta,Racing Club,-33,104,20,31,53
Atlanta,San Lorenzo,-42,104,17,28,59
Atlanta,River Plate,-49,102,16,21,65
Atlanta,Boca Juniors,-41,97,14,28,55
Atlanta,Chacarita,-14,97,29,25,43
Atlanta,Gimnasia (LP),+4,96,38,24,34
Atlanta,Velez,-27,96,20,29,47
Atlanta,Ferro,-1,94,33,27,34
Atlanta,Huracan,-23,94,27,17,50
Atlanta,Platense,-11,78,19,29,30
Atlanta,Lanus,-2,78,30,16,32
Atlanta,Rosario Central,0,73,28,17,28
Atlanta,Banfield,+3,70,30,13,27
Atlanta,Newells,-6,65,19,21,25
Atlanta,Argentinos,-5,63,19,20,24
Atlanta,Tigre,+3,59,25,12,22
Atlanta,Quilmes,-1,46,20,5,21
Atlanta,Colon,-11,32,5,11,16
Atlanta,Estudiantes (BA),+6,21,12,3,6
Atlanta,Def. de Belgrano,-2,18,6,4,8
Atlanta,Talleres (RdE),-2,18,7,2,9
Atlanta,All Boys,0,17,5,7,5
Atlanta,Union,+3,15,8,2,5
Atlanta,Barracas Central,+3,13,8,0,5
Atlanta,Argentino (Q),0,13,5,3,5
Atlanta,Almagro,+4,10,6,2,2
Atlanta,Los Andes,0,9,4,1,4
Atlanta,Temperley,-2,9,3,1,5
Atlanta,Sp. Barracas,-2,6,1,2,3
Atlanta,San Martin (T),+3,6,4,1,1
Atlanta,San Telmo,+3,5,3,2,0
Atlanta,San Martin (M),-1,5,0,4,1
Atlanta,Excursionistas,-1,5,1,2,2
Atlanta,Dep. Moron,+3,4,3,1,0
Atlanta,Atl Ledesma (J),0,4,1,2,1
Atlanta,Central Cba (R),+1,4,2,1,1
Atlanta,Talleres (C),-3,4,0,1,3
Atlanta,Belgrano,-1,3,1,0,2
Atlanta,El Porvenir,-1,3,1,0,2
Atlanta,Bartolome Mitre (M),+2,3,2,1,0
Atlanta,Chaco For Ever,+1,3,1,2,0
Atlanta,San Lorenzo (MdP),-1,3,1,0,2
Atlanta,Gimnasia (J),0,3,1,1,1
Atlanta,Atl Tucuman,-3,3,0,0,3
Atlanta,Kimberley (MdP),-1,3,1,0,2
Atlanta,Alvarado,-1,2,0,1,1
Atlanta,Colegiales,0,2,0,2,0
Atlanta,Instituto,-1,2,0,1,1
Atlanta,Racing (C),-2,2,0,0,2
Atlanta,Olimpo,0,2,1,0,1
Atlanta,Juv. Antoniana,+2,2,2,0,0
Atlanta,Union SV (C),+1,2,1,1,0
Atlanta,Huracan (CR),-1,2,0,1,1
Atlanta,San Martin (SJ),+1,2,1,1,0
Atlanta,Dep. Español,+2,2,2,0,0
Atlanta,Nueva Chicago,0,2,0,2,0
Atlanta,Central Cba (SdE),+1,1,1,0,0
Atlanta,Gimnasia (M),+1,1,1,0,0
Atlanta,Huracan (IW),+1,1,1,0,0
Atlanta,Ind Rivadavia,+1,1,1,0,0
Atlanta,Independiente (T),+1,1,1,0,0
Atlanta,Desamparados,0,1,0,1,0
Atlanta,Guarani (M),0,1,0,1,0
Banfield,Independiente,-18,114,33,30,51
Banfield,Racing Club,-23,113,30,30,53
Banfield,River Plate,-47,110,19,25,66
Banfield,San Lorenzo,-16,109,31,31,47
Banfield,Gimnasia (LP),+2,108,40,30,38
Banfield,Boca Juniors,-42,107,21,23,63
Banfield,Estudiantes (LP),-4,105,36,29,40
Banfield,Velez,-23,98,22,31,45
Banfield,Lanus,+9,97,38,30,29
Banfield,Rosario Central,-10,95,26,33,36
Banfield,Newells,-9,93,25,34,34
Banfield,Huracan,-14,91,24,29,38
Banfield,Platense,-5,75,22,26,27
Banfield,Ferro,+5,73,24,30,19
Banfield,Atlanta,-3,70,27,13,30
Banfield,Chacarita,-4,66,21,20,25
Banfield,Argentinos,-3,63,21,18,24
Banfield,Colon,-4,63,17,25,21
Banfield,Tigre,-2,48,18,10,20
Banfield,Quilmes,+6,40,19,8,13
Banfield,Union,-7,30,8,7,15
Banfield,Arsenal,-8,29,5,11,13
Banfield,Estudiantes (BA),+4,26,11,8,7
Banfield,Belgrano,-9,25,5,6,14
Banfield,All Boys,+3,21,9,6,6
Banfield,Olimpo,+4,21,10,5,6
Banfield,Godoy Cruz,-3,20,5,7,8
Banfield,Gimnasia (J),+3,18,7,7,4
Banfield,Barracas Central,-2,18,4,8,6
Banfield,Nueva Chicago,+10,18,13,2,3
Banfield,Talleres (C),+3,17,8,4,5
Banfield,Def. de Belgrano,+6,17,10,3,4
Banfield,Temperley,+2,14,6,4,4
Banfield,San Martin (SJ),+3,12,6,3,3
Banfield,Dep. Español,+3,12,5,5,2
Banfield,Almagro,+1,11,5,2,4
Banfield,Sp. Barracas,-1,11,4,2,5
Banfield,Argentino (Q),-1,11,4,2,5
Banfield,Excursionistas,+8,9,8,1,0
Banfield,Def y Justicia,-7,9,0,2,7
Banfield,Los Andes,+2,9,4,3,2
Banfield,Atl Tucuman,-3,9,1,4,4
Banfield,Aldosivi,+3,8,5,1,2
Banfield,El Porvenir,-1,8,3,1,4
Banfield,Colegiales,+2,7,3,3,1
Banfield,Patronato,+1,7,2,4,1
Banfield,San Martin (T),+1,7,2,4,1
Banfield,Instituto,+2,7,2,5,0
Banfield,Atl Rafaela,0,7,2,3,2
Banfield,Central Cba (SdE),+3,6,3,3,0
Banfield,San Telmo,+2,6,3,2,1
Banfield,Sarmiento (J),+1,6,1,5,0
Banfield,Talleres (RdE),0,5,1,3,1
Banfield,Dep Mandiyu (C),-1,4,1,1,2
Banfield,Huracan (C),+2,4,2,2,0
Banfield,Racing (C),-2,4,1,0,3
Banfield,Desamparados,+3,3,3,0,0
